summary_level,year,stem,cbsa_code,cbsa_title,vintage,excluded_tract_count,positive_area_overlap_tract_count,zero_area_overlap_tract_count,total_overlap_area_sq_m,mean_overlap_area_sq_m,mean_overlap_area_sq_km,median_overlap_area_sq_m,max_overlap_area_sq_m,max_overlap_area_sq_km,mean_overlap_pct_of_tract,median_overlap_pct_of_tract,max_overlap_pct_of_tract,mean_positive_overlap_area_sq_m,mean_positive_overlap_area_sq_km,max_overlap_tract_id,max_overlap_state,max_overlap_county,max_overlap_tract_name
year_cbsa,1970,111139_30340_march_2020,30340,"Lewiston-Auburn, ME",march_2020,1,1,0,3091.5210386962644,3091.5210386962644,0.0030915210386962644,3091.5210386962644,3091.5210386962644,0.0030915210386962644,0.003430901465145724,0.003430901465145724,0.003430901465145724,3091.5210386962644,0.0030915210386962644,G23000500045,Maine,Cumberland County,Tract   45
year_cbsa,1970,1115289_13820_march_2020,13820,"Birmingham-Hoover, AL",march_2020,14,14,0,25684.711220704277,1834.6222300503055,0.0018346222300503058,162.38085870882307,12548.450605087139,0.01254845060508714,0.001832706082971141,0.00011419987264248278,0.013111233788460117,1834.6222300503055,0.0018346222300503054,G01012700219,Alabama,Walker County,Tract  219
year_cbsa,1970,111903_34620_march_2020,34620,"Muncie, IN",march_2020,4,4,0,52.754911447166606,13.188727861791651,1.3188727861791653e-05,8.392690126453472,30.027698592647152,3.0027698592647152e-05,2.065202210089834e-05,9.112882330597738e-06,6.05496628715028e-05,13.188727861791651,1.3188727861791651e-05,G18009500112,Indiana,Madison County,Tract  112
year_cbsa,1970,1166902_15380_march_2020,15380,"Buffalo-Cheektowaga, NY",march_2020,3,3,0,3.544298608758832,1.1814328695862775,1.1814328695862774e-06,0.7707025354248248,2.6889877115829766,2.6889877115829764e-06,5.30772501484785e-07,6.150930363740791e-07,9.051039854412103e-07,1.1814328695862775,1.1814328695862774e-06,G36007300401,New York,Orleans County,Tract  401
year_cbsa,1970,116903_48260_march_2020,48260,"Weirton-Steubenville, WV-OH",march_2020,11,11,0,21619.925908670808,1965.4478098791644,0.0019654478098791645,63.01730016053432,20864.928635841232,0.02086492863584123,0.0026237640311553997,6.637628756699912e-05,0.027911138242218286,1965.4478098791644,0.0019654478098791645,G54006900020,West Virginia,Ohio County,Tract   20
year_cbsa,1970,1213531_25540_march_2020,25540,"Hartford-East Hartford-Middletown, CT",march_2020,26,26,0,754552.8453051985,29021.26328096917,0.029021263280969163,1230.995942296523,218196.90535074723,0.21819690535074723,0.060807193849166837,0.00433875431708361,0.26612838119579535,29021.26328096917,0.02902126328096917,G25001308131,Massachusetts,Hampden County,Tract 8131
year_cbsa,1970,121467_41140_march_2020,41140,"St. Joseph, MO-KS",march_2020,2,2,0,1519724.6830279536,759862.3415139768,0.7598623415139768,759862.3415139768,1463828.1416376987,1.4638281416376988,0.21014987800921858,0.21014987800921858,0.4020104680915048,759862.3415139768,0.7598623415139768,G29016500306,Missouri,Platte County,Tract  306
year_cbsa,1970,122822_11020_march_2020,11020,"Altoona, PA",march_2020,4,4,0,552077.3708552084,138019.3427138021,0.1380193427138021,146708.50600651515,235961.9008042211,0.2359619008042211,0.1490079458890123,0.12267229166700686,0.14741371012710994,138019.3427138021,0.1380193427138021,G42002100121,Pennsylvania,Cambria County,Tract  121
year_cbsa,1970,125252_11180_march_2020,11180,"Ames, IA",march_2020,2,2,0,10.658820047380654,5.329410023690327,5.3294100236903266e-06,5.329410023690327,9.587448006553773,9.587448006553772e-06,1.2993040199168495e-06,1.2993040199168495e-06,2.0517885143352536e-06,5.329410023690327,5.329410023690327e-06,G19015300101,Iowa,Polk County,Tract  101
year_cbsa,1970,1257936_41620_march_2020,41620,"Salt Lake City, UT",march_2020,6,6,0,1120925.4775719843,186820.91292866404,0.18682091292866407,97776.94007021646,718415.2755847292,0.7184152755847292,0.26441077262486495,0.01529043074608823,1.5236933974079916,186820.91292866404,0.18682091292866404,G49001100270,Utah,Davis County,Tract  270
year_cbsa,1970,126652_30020_march_2020,30020,"Lawton, OK",march_2020,7,7,0,11316.37731550802,1616.6253307868599,0.00161662533078686,2.6595234654205564,11094.22151409001,0.01109422151409001,0.0002603550419611697,4.225665764842764e-07,0.001777993623554615,1616.6253307868599,0.00161662533078686,G40013700011,Oklahoma,Stephens County,Tract   11
